work_id,author_id,author_name,institutions,author_position,is_corresponding
W4394734852,A5003156343,Moonsang Lee,Inha University,last,True
W4384936792,A5052010918,Sugato Hajra,Daegu Gyeongbuk Institute of Science and Technology,first,False
W4384936792,A5030094426,Swati Panda,Daegu Gyeongbuk Institute of Science and Technology,middle,False
W4384936792,A5092509503,Hamideh Khanberh,University of Bath,middle,False
W4384936792,A5071696166,Venkateswaran Vivekananthan,Koneru Lakshmaiah Education Foundation,middle,False
W4384936792,A5077562855,Elham Chamanehpour,University of Southern Denmark,middle,False
W4384936792,A5061743453,Yogendra Kumar Mishra,University of Southern Denmark,middle,True
W4384936792,A5090716816,Hoe Joon Kim,Daegu Gyeongbuk Institute of Science and Technology,last,True
W2999201084,A5047862892,AlaaDdin Al-Shidaifat,Inje University,first,False
W2999201084,A5081553064,Shubhro Chakrabartty,Inje University,middle,True
W2999201084,A5100655925,Sandeep Kumar,National Institute of Technology Karnataka,middle,False
W2999201084,A5066861637,Suvojit Acharjee,National Institute of Technology Agartala,middle,False
W2999201084,A5064542939,Hanjung Song,Inje University,last,True
W4389946503,,Shulin Chen,The Ohio State University,first,False
W4389946503,A5052499419,Tzu-Li Liu,The Ohio State University,middle,False
W4389946503,A5103193077,Yizhen Jia,The Ohio State University,middle,False
W4389946503,A5100600760,Jinghua Li,The Ohio State University,last,True
W4389474782,A5044059750,Mu‐Pai Lee,National Yang Ming Chiao Tung University,first,False
W4389474782,A5113931128,Caifang Gao,Fudan University,middle,False
W4389474782,A5058937203,Meng‐Yu Tsai,National Chung Hsing University; National Tsing Hua University,middle,False
W4389474782,A5101534112,Che-Yi Lin,National Chung Hsing University,middle,False
W4389474782,A5112435072,Feng‐Shou Yang,National Chung Hsing University,middle,False
W4389474782,A5028580889,Hsin‐Ya Sung,National Yang Ming Chiao Tung University,middle,False
W4389474782,A5103155719,Chi Zhang,Fudan University,middle,False
W4389474782,A5056384169,Wenwu Li,Fudan University,middle,True
W4389474782,A5100610954,Jun Li,Shanghai University,middle,False
W4389474782,A5041947757,Jianhua Zhang,Shanghai University,middle,False
W4389474782,A5045096283,Kenji Watanabe,National Institute for Materials Science,middle,False
W4389474782,A5041573207,Takashi Taniguchi,National Institute for Materials Science,middle,False
W4389474782,A5101471746,Keiji Ueno,Saitama University,middle,False
W4389474782,A5064020117,Kazuhito Tsukagoshi,National Institute for Materials Science,middle,False
W4389474782,A5057651666,Ching‐Hwa Ho,National Taiwan University of Science and Technology,middle,False
W4389474782,A5023440487,Junhao Chu,Fudan University,middle,False
W4389474782,A5024800144,Po‐Wen Chiu,National Tsing Hua University,middle,False
W4389474782,A5102009599,Mengjiao Li,Shanghai University,middle,True
W4389474782,A5051455568,Wen‐Wei Wu,National Yang Ming Chiao Tung University,middle,True
W4389474782,A5022148972,Yen‐Fu Lin,National Chung Hsing University,last,True
W3042862317,A5045645277,Carlos Navarro,Universidad de Granada,first,True
W3042862317,A5067913368,Carlos Márquez,Universidad de Granada,middle,False
W3042862317,A5103156001,Santiago Navarro,Universidad de Granada,middle,False
W3042862317,A5042360201,F. Gámiz,Universidad de Granada,last,False
W4366587412,A5100440470,Youngjin Kim,Hanyang University,first,True
W4366587412,A5019718010,Jun Seop An,Hanyang University,middle,False
W4366587412,A5100725338,Dong‐Hee Lee,Hanyang University,middle,False
W4366587412,A5072969987,Seong Yeon Ryu,Hanyang University,middle,False
W4366587412,A5023859473,Yoon-Chul Hwang,Hanyang University,middle,False
W4366587412,A5060559119,Dae Hun Kim,Hanyang University,middle,False
W4366587412,A5033679554,Tae Whan Kim,Hanyang University,last,False
W4401607711,A5022275850,Sana Khan,Wellesley College,first,True
W4401607711,A5102720328,Yixiang Huang,Wellesley College,middle,False
W4401607711,A5106528876,Derin Timuçin,Wellesley College,middle,False
W4401607711,A5109180401,Shantelle Bailey,Wellesley College,middle,False
W4401607711,A5004698218,Sophia Lee,Wellesley College,middle,False
W4401607711,A5023966194,Jessica Lopes,Wellesley College,middle,False
W4401607711,A5106528877,Emeline Gaunce,Wellesley College,middle,False
W4401607711,A5106528878,Jasmine Mosberger,Wellesley College,middle,False
W4401607711,A5056211800,Michelle Zhan,Wellesley College,middle,False
W4401607711,A5106528875,Bothina Abdelrahman,Wellesley College,middle,False
W4401607711,A5109764399,Xiran Zeng,Wellesley College,middle,False
W4401607711,A5113335889,Michael C. Wiest,Wellesley College,last,False
W4285501434,A5005342914,Viola Křižáková,ETH Zurich,first,True
W4285501434,A5090036991,Manu Perumkunnil,IMEC,middle,False
W4285501434,A5022214575,Sébastien Couet,IMEC,middle,False
W4285501434,A5047136201,Pietro Gambardella,ETH Zurich,middle,False
W4285501434,A5024595358,Kévin Garello,Spintronique et Technologie des Composants; CEA Grenoble; Commissariat à l'Énergie Atomique et aux Énergies Alternatives,last,False
W3004938331,A5008312360,S. Z. Rahaman,Industrial Technology Research Institute,first,True
W3004938331,A5059201051,I‐Jung Wang,Industrial Technology Research Institute,middle,False
W3004938331,A5050222235,Ding-Yeong Wang,Industrial Technology Research Institute,middle,False
W3004938331,A5002238930,Chi‐Feng Pai,National Taiwan University; Industrial Technology Research Institute,middle,False
W3004938331,A5111744268,Yu-Chen Hsin,Industrial Technology Research Institute,middle,False
W3004938331,A5103783191,Shan-Yi Yang,Industrial Technology Research Institute,middle,False
W3004938331,A5066294073,Hsin‐Han Lee,Industrial Technology Research Institute,middle,False
W3004938331,A5103045377,Yao‐Jen Chang,Industrial Technology Research Institute,middle,False
W3004938331,A5110569772,Yi-Ching Kuo,Industrial Technology Research Institute,middle,False
W3004938331,A5111224823,Yi-Hui Su,Industrial Technology Research Institute,middle,False
W3004938331,A5103180673,Guanlong Chen,Industrial Technology Research Institute,middle,False
W3004938331,A5053073149,Fang‐Ming Chen,Industrial Technology Research Institute,middle,False
W3004938331,A5101362739,Jeng−Hua Wei,Industrial Technology Research Institute,middle,False
W3004938331,A5024381546,Tuo‐Hung Hou,Industrial Technology Research Institute,middle,False
W3004938331,A5112150802,Shyh-Shyuan Sheu,Industrial Technology Research Institute,middle,False
W3004938331,A5004605327,Chih‐I Wu,National Taiwan University; Industrial Technology Research Institute,middle,False
W3004938331,A5110665358,Duan-Lee Deng,Industrial Technology Research Institute,last,False
W4308256620,A5076671923,Kui Zhou,Shenzhen University,first,False
W4308256620,A5088694151,Gang Shang,Shenzhen University,middle,False
W4308256620,A5044654293,Hsiao‐Hsuan Hsu,National Taipei University of Technology,middle,False
W4308256620,A5030507279,Su‐Ting Han,Shenzhen University,middle,False
W4308256620,A5052224896,Vellaisamy A. L. Roy,University of Glasgow,middle,False
W4308256620,A5100635765,Ye Zhou,Shenzhen University,last,True
W4213142607,A5101515276,Hongyong Zhang,Westlake University,first,True
W4213142607,A5052176076,Guoguang Rong,Westlake University,middle,False
W4213142607,A5051376425,Sumin Bian,Westlake University,middle,False
W4213142607,A5082509767,Mohamad Sawan,Westlake University,last,False
W4365802197,A5042909387,W.-S. Cho,Seoul National University,first,False
W4365802197,A5017882620,Sun-heui Yoon,Seoul National University,middle,False
W4365802197,A5016428798,Taek Dong Chung,Seoul National University; Advanced Institute of Convergence Technology,last,True
W4403948216,A5010096709,Dmitry Kireev,University of Massachusetts Amherst,first,True
W4403948216,A5060751813,Shanmukh Kutagulla,The University of Texas at Austin,middle,False
W4403948216,A5066241729,Juyeong Hong,Yonsei University,middle,False
W4403948216,A5048310102,Madison N. Wilson,University of California San Diego,middle,False
W4403948216,A5079436752,Mehrdad Ramezani,University of California San Diego,middle,False
W4403948216,A5001245730,Duygu Kuzum,University of California San Diego,middle,False
W4403948216,A5084678270,Jong‐Hyun Ahn,Yonsei University,middle,False
W4403948216,A5063313700,Deji Akinwande,The University of Texas at Austin,last,False
W4389102901,A5072017129,Er‐Ping Li,Zhejiang University-University of Edinburgh Institute,first,True
W4389102901,A5090799008,Hanzhi Ma,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5061360439,Manareldeen Ahmed,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5071969854,Tuomin Tao,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5062376791,Zheming Gu,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5053966460,Mufeng Chen,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5030262354,Quankun Chen,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5100384533,Da Li,Zhejiang University-University of Edinburgh Institute,middle,False
W4389102901,A5100651075,Wenchao Chen,Zhejiang University-University of Edinburgh Institute,last,False
W3164287616,A5053968725,Wai Lum William Mah,Nanyang Technological University,first,False
W3164287616,A5100631186,Durgesh Kumar,Nanyang Technological University,middle,False
W3164287616,A5090880595,Tianli Jin,Nanyang Technological University,middle,False
W3164287616,A5019393830,S. N. Piramanayagam,Nanyang Technological University,last,True
W4381804405,A5000333870,Peter Meisenheimer,"University of California, Berkeley",first,True
W4381804405,A5100620084,Hongrui Zhang,"University of California, Berkeley",middle,False
W4381804405,A5016314934,David Raftrey,"Lawrence Berkeley National Laboratory; University of California, Santa Cruz",middle,False
W4381804405,A5100441963,Xiang Chen,"Lawrence Berkeley National Laboratory; University of California, Berkeley",middle,False
W4381804405,A5089913117,Yu‐Tsun Shao,Cornell University,middle,False
W4381804405,A5031040950,Ying-Ting Chan,"Rutgers, The State University of New Jersey",middle,False
W4381804405,A5059156103,Reed Yalisove,"University of California, Berkeley",middle,False
W4381804405,A5100403606,Rui Chen,"University of California, Berkeley",middle,False
W4381804405,A5021104645,Jie Yao,"University of California, Berkeley",middle,False
W4381804405,A5012826031,Mary Scott,"Lawrence Berkeley National Laboratory; University of California, Berkeley",middle,False
W4381804405,A5024026506,Weida Wu,"Rutgers, The State University of New Jersey",middle,False
W4381804405,A5042016235,David A. Muller,Cornell University,middle,False
W4381804405,A5071936615,Peter Fischer,"Lawrence Berkeley National Laboratory; University of California, Santa Cruz",middle,False
W4381804405,A5054016127,R. J. Birgeneau,"Lawrence Berkeley National Laboratory; University of California, Berkeley",middle,False
W4381804405,A5014493844,R. Ramesh,"Lawrence Berkeley National Laboratory; University of California, Berkeley",last,False
W4411567880,A5050485904,Peiqingfeng Wang,Shanghai University of Engineering Science,first,False
W4411567880,A5040396983,Shusheng Xu,Shanghai University of Engineering Science,middle,True
W4411567880,A5031138767,Xuerong Shi,Shanghai University of Engineering Science,middle,False
W4411567880,A5103203619,Jiaqing Zhu,Shanghai University of Engineering Science,middle,False
W4411567880,,Haichao Xiong,Shanghai University of Engineering Science,middle,False
W4411567880,A5022679789,Huimin Wen,Shanghai Jiao Tong University,last,True
W4400813540,A5101578498,Pengju Li,University of Chicago,first,True
W4400813540,A5027515719,Saehyun Kim,University of Chicago,middle,False
W4400813540,A5036016636,Bozhi Tian,University of Chicago,last,True
W4384914661,A5100747166,Yiran Liu,Chinese Academy of Sciences; Beijing National Laboratory for Molecular Sciences; Institute of Chemistry; University of Chinese Academy of Sciences,first,True
W4384914661,A5100783043,Yunqi Liu,Chinese Academy of Sciences; Beijing National Laboratory for Molecular Sciences; Institute of Chemistry; University of Chinese Academy of Sciences,middle,False
W4384914661,A5015245620,Yunlong Guo,Chinese Academy of Sciences; Beijing National Laboratory for Molecular Sciences; Institute of Chemistry; University of Chinese Academy of Sciences,last,False
W3028016103,A5017874558,Benedikt Kersting,IBM Research - Zurich,first,True
W3028016103,A5013578595,Vladimir Ovuka,IBM Research - Zurich,middle,False
W3028016103,A5106418671,Vara Prasad Jonnalagadda,IBM Research - Zurich,middle,False
W3028016103,A5108862832,Marilyne Sousa,IBM Research - Zurich,middle,False
W3028016103,A5009973223,Valeria Bragaglia,IBM Research - Zurich,middle,False
W3028016103,A5009160187,Syed Ghazi Sarwat,IBM Research - Zurich,middle,False
W3028016103,A5027282232,Manuel Le Gallo,IBM Research - Zurich,middle,False
W3028016103,A5045942966,Martin Salinga,University of Münster,middle,False
W3028016103,A5017236774,Abu Sebastian,IBM Research - Zurich,last,False
W4386830854,A5081080521,Kartikey Thakar,Indian Institute of Technology Bombay,first,True
W4386830854,A5048595299,Bipin Rajendran,King's College London,middle,False
W4386830854,A5076966798,Saurabh Lodha,Indian Institute of Technology Bombay,last,False
W4328137208,A5030462307,Elisa Castagnola,University of Pittsburgh; Louisiana Tech University,first,False
W4328137208,A5028921090,Elaine M. Robbins,University of Pittsburgh,middle,False
W4328137208,A5004989371,Daniela Krahe,University of Pittsburgh,middle,False
W4328137208,A5054547780,Bingchen Wu,University of Pittsburgh; Center for the Neural Basis of Cognition,middle,False
W4328137208,A5065445717,May Yoon Pwint,University of Pittsburgh; Center for the Neural Basis of Cognition,middle,False
W4328137208,A5073799773,Qun Cao,University of Pittsburgh,middle,False
W4328137208,A5073348428,Xinyan Tracy Cui,University of Pittsburgh; Center for the Neural Basis of Cognition; McGowan Institute for Regenerative Medicine,last,True
W4405191957,A5100358239,Hye Jin Lee,Korea University of Technology and Education,first,False
W4405191957,A5063754503,Jeong‐Hyeon Kim,Korea University of Technology and Education,middle,False
W4405191957,A5100651891,Seung Hun Lee,Korea University of Technology and Education,middle,True
W4405191957,,Seung Hun Lee,Korea University of Technology and Education,middle,False
W4405191957,,Sung-Nam Lee,Korea University of Technology and Education,middle,True
W4405191957,,Sung-Nam Lee,Korea University of Technology and Education,last,False
W4288084836,A5056856212,Jaemin Son,Korea University,first,True
W4288084836,A5051801319,Kyoungah Cho,Korea University,middle,False
W4288084836,A5010172715,Sangsig Kim,Korea University; Korea University,last,False
W4383499707,A5092420409,Xiaoyu Wang,National Center for Nanoscience and Technology; University of Chinese Academy of Sciences,first,False
W4383499707,A5048010832,Xuejing Cui,National Engineering Research Center for Nanotechnology; National Center for Nanoscience and Technology; University of Chinese Academy of Sciences,middle,True
W4383499707,A5043629761,Junguang Wu,National Center for Nanoscience and Technology; University of Chinese Academy of Sciences,middle,False
W4383499707,A5090872049,Lin Bao,National Center for Nanoscience and Technology; University of Chinese Academy of Sciences,middle,False
W4383499707,A5056269093,Zhiqiang Tan,Chinese Academy of Sciences; Research Center for Eco-Environmental Sciences,middle,False
W4383499707,A5073108451,Chunying Chen,National Engineering Research Center for Nanotechnology; National Center for Nanoscience and Technology; University of Chinese Academy of Sciences,last,True
W4296741719,A5055826056,Peng Tang,South China University of Technology,first,False
W4296741719,A5102015809,Junlong Chen,South China University of Technology,middle,False
W4296741719,A5069887457,Tian Qiu,Wuyi University,middle,False
W4296741719,A5025827852,Honglong Ning,South China University of Technology,middle,True
W4296741719,A5101700973,Xiao Fu,South China University of Technology,middle,False
W4296741719,A5103069512,Muyun Li,South China University of Technology,middle,False
W4296741719,A5003896270,Zuohui Xu,Yulin Normal University,middle,False
W4296741719,A5040680446,Dongxiang Luo,Guangzhou University,middle,False
W4296741719,A5113900572,Rihui Yao,South China University of Technology,middle,True
W4296741719,A5004928994,Junbiao Peng,South China University of Technology,last,False
W4309263628,A5019872023,Gianluca Milano,Istituto Nazionale di Ricerca Metrologica,first,True
W4309263628,A5041660505,E. Miranda,Universitat Autònoma de Barcelona,middle,False
W4309263628,A5067734927,Matteo Fretto,Istituto Nazionale di Ricerca Metrologica,middle,False
W4309263628,A5024806651,Ilia Valov,Forschungszentrum Jülich; Jülich Aachen Research Alliance,middle,False
W4309263628,A5026131298,Carlo Ricciardi,Politecnico di Torino,last,True
W4323924910,A5061001283,Yasufumi Tomita,Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science; The University of Tokyo,first,True
W4323924910,A5030878699,Kazuhiro Suzuki,Shinshu University; Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5021428290,Syudo Yamasaki,Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5083815148,Kazuya Toriumi,Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5035866913,Mitsuhiro Miyashita,Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5041833697,Shuntaro Ando,The University of Tokyo,middle,False
W4323924910,A5053926624,Kaori Endo,Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5056225189,Akane Yoshikawa,Juntendo University,middle,False
W4323924910,A5044234292,Koichi Tabata,Tokyo Medical and Dental University; Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5012865631,Satoshi Usami,The University of Tokyo,middle,False
W4323924910,A5076741311,Mariko Hiraiwa‐Hasegawa,"The Graduate University for Advanced Studies, SOKENDAI",middle,False
W4323924910,A5013257622,Masanari Itokawa,Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science; The University of Tokyo,middle,False
W4323924910,A5051284054,Hideya Kawaji,Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5004615822,Kiyoto Kasai,The University of Tokyo,middle,False
W4323924910,A5103186305,Atsushi Nishida,Tokyo Metropolitan Institute of Medical Science,middle,False
W4323924910,A5006974520,Makoto Arai,Tokyo Metropolitan Matsuzawa Hospital; Tokyo Metropolitan Institute of Medical Science,last,False
W4385347117,A5034353694,Jongwon Yoon,Korea Institute of Materials Science,first,True
W4385347117,A5083399924,Woong‐Ki Hong,Korea Basic Science Institute,middle,True
W4385347117,A5101464344,Yonghun Kim,Korea Institute of Materials Science,middle,False
W4385347117,A5101504801,Seung‐Young Park,Korea Basic Science Institute,last,False
W4280605391,A5070842731,Subrata Ghosh,Academy of Scientific and Innovative Research; North East Institute of Science and Technology,first,False
W4280605391,A5100661953,Pushpendra Singh,National Institute for Materials Science,middle,False
W4280605391,A5052007135,Jhimli Sarkar Manna,Indian Institute of Technology Kharagpur,middle,False
W4280605391,A5102875891,Komal Saxena,National Institute for Materials Science,middle,False
W4280605391,A5066517445,Pathik Sahoo,National Institute for Materials Science,middle,False
W4280605391,A5020936955,Soami Daya Krishnanda,Dayalbagh Educational Institute,middle,False
W4280605391,A5029628860,Kanad Ray,,middle,False
W4280605391,A5004504609,Jonathan P. Hill,National Institute for Materials Science,middle,False
W4280605391,A5010545314,Anirban Bandyopadhyay,National Institute for Materials Science,last,True
W4404500211,A5101834125,Bowen Jiang,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,first,False
W4404500211,A5101497023,Xiang Chen,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5103282506,Xiaoxin Pan,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5100455297,Tao Li,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,True
W4404500211,,Yuangqiang Huang,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5103145645,Jiahao Tang,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5100456701,Xiaoqing Li,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5113374821,Peixiong Wang,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5079339338,Guokun Ma,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,True
W4404500211,A5100433276,Jun Zhang,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,middle,False
W4404500211,A5054325051,Hao Wang,Yangtze Optical Electronic (China); Institute of Microelectronics; Hubei University,last,True
W4361009099,A5050683848,Haotian Hao,Taiyuan University of Technology,first,False
W4361009099,A5021215026,Lingpeng Yan,Taiyuan University of Technology,middle,False
W4361009099,A5006238627,Mixue Wang,Taiyuan University of Technology,middle,False
W4361009099,A5003542900,Yanli Cao,Taiyuan University of Technology,middle,False
W4361009099,A5100696723,Jintao He,Taiyuan University of Technology,middle,False
W4361009099,A5100637540,Yongzhen Yang,Taiyuan University of Technology,last,True
W4360615485,A5003270065,Shihong Xu,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,first,False
W4360615485,A5012509567,Yaoyao Liu,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,False
W4360615485,A5110446942,Yan Yang,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,False
W4360615485,A5115595078,Kui Zhang,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,False
W4360615485,A5050892711,Wei Liang,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,False
W4360615485,A5079429137,Zhaojie Xu,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,False
W4360615485,A5102495192,Yirong Wu,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,False
W4360615485,A5038288893,Jinping Luo,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,middle,True
W4360615485,A5054560392,Chengyu Zhuang,Shanghai Jiao Tong University,middle,True
W4360615485,A5111695012,Xinxia Cai,Chinese Academy of Sciences; State Key Laboratory of Transducer Technology; Aerospace Information Research Institute; University of Chinese Academy of Sciences,last,True
W4320713287,A5050799754,Qiwen Kong,National University of Singapore,first,True
W4320713287,A5100348280,Long Liu,National University of Singapore,middle,False
W4320713287,A5000856188,Zijie Zheng,National University of Singapore,middle,False
W4320713287,A5100729874,Chen Sun,National University of Singapore,middle,False
W4320713287,A5086756993,Zuopu Zhou,National University of Singapore,middle,False
W4320713287,A5005366342,Leming Jiao,National University of Singapore,middle,False
W4320713287,A5103824455,Annie Kumar,National University of Singapore,middle,False
W4320713287,A5075794765,Rui Shao,National University of Singapore,middle,False
W4320713287,A5052506300,Jishen Zhang,National University of Singapore,middle,False
W4320713287,A5047929835,Haiwen Xu,National University of Singapore,middle,False
W4320713287,A5100454828,Yue Chen,National University of Singapore,middle,False
W4320713287,A5065345119,Bich-Yen Nguyen,Soitec (France),middle,False
W4320713287,A5014399843,Xiao Gong,National University of Singapore,last,False
W4364379184,A5017334454,Xianyue Zhao,Helmholtz Institute Jena; Leibniz Institute of Photonic Technology; Friedrich Schiller University Jena,first,False
W4364379184,A5070287728,Stephan Menzel,Forschungszentrum Jülich,middle,False
W4364379184,A5027416202,Ilia Polian,University of Stuttgart,middle,False
W4364379184,A5063758758,Heidemarie Schmidt,Helmholtz Institute Jena; Leibniz Institute of Photonic Technology; Friedrich Schiller University Jena,middle,False
W4364379184,A5044937811,Nan Du,Helmholtz Institute Jena; Leibniz Institute of Photonic Technology; Friedrich Schiller University Jena,last,True
W4323364574,A5046438496,Chunlai Luo,South China Normal University,first,False
W4323364574,A5100456303,Yan Zhang,South China Normal University,middle,False
W4323364574,A5082195789,Wentao Shuai,South China Normal University,middle,False
W4323364574,A5100571521,Kexin He,South China Normal University,middle,False
W4323364574,A5100351341,Ming Li,South China Normal University,middle,False
W4323364574,A5072094263,Ruiqiang Tao,South China Normal University,middle,True
W4323364574,A5031587015,Deyang Chen,South China Normal University,middle,False
W4323364574,A5021736861,Zhen Fan,South China Normal University,middle,False
W4323364574,A5100392885,Bin Zhang,Chongqing University,middle,False
W4323364574,A5101780005,Xiaoyuan Zhou,Chongqing University,middle,False
W4323364574,A5064322463,Jiyan Dai,Hong Kong Polytechnic University,middle,False
W4323364574,A5064263084,Guofu Zhou,South China Normal University,middle,False
W4323364574,A5026877740,Xubing Lu,South China Normal University,middle,True
W4323364574,A5025127998,Jun‐Ming Liu,Collaborative Innovation Center of Advanced Microstructures; Nanjing University,last,False
W3093159007,A5004931650,Kévin G. Cognée,"Centre National de la Recherche Scientifique; Université de Bordeaux; Institute for Atomic and Molecular Physics; Institut d’Optique Graduate School; Laboratoire Photonique, Numérique et Nanosciences; Advanced Research Center for Nanolithography (Netherlands)",first,True
W3093159007,A5056303311,Hugo M. Doeleman,Institute for Atomic and Molecular Physics; Advanced Research Center for Nanolithography (Netherlands); University of Amsterdam,middle,False
W3093159007,A5001201523,Philippe Lalanne,"Centre National de la Recherche Scientifique; Université de Bordeaux; Institut d’Optique Graduate School; Laboratoire Photonique, Numérique et Nanosciences",middle,False
W3093159007,A5085232686,A. Femius Koenderink,Institute for Atomic and Molecular Physics; Advanced Research Center for Nanolithography (Netherlands); University of Amsterdam,last,False
W4398146880,A5010070673,Zelin Cao,First Affiliated Hospital of Xi'an Jiaotong University; Xi'an Jiaotong University,first,False
W4398146880,A5113221723,Linbiao Xiang,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5046947749,Bai Sun,First Affiliated Hospital of Xi'an Jiaotong University; Xi'an Jiaotong University,middle,True
W4398146880,A5114198985,Kaikai Gao,First Affiliated Hospital of Xi'an Jiaotong University; Xi'an Jiaotong University,middle,False
W4398146880,A5100530619,Jiawei Yu,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5028096271,Guangdong Zhou,Southwest University,middle,False
W4398146880,A5101914920,Xuegang Duan,Xi'an Jiaotong University,middle,False
W4398146880,A5111058780,Wentao Yan,Xi'an Jiaotong University,middle,False
W4398146880,A5098716102,Fulai Lin,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5101645395,Zhuoqun Li,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5104309162,Ruixin Wang,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5025923310,Yi Lv,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5067262949,Fenggang Ren,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5012948398,Yingmin Yao,First Affiliated Hospital of Xi'an Jiaotong University,middle,False
W4398146880,A5013814360,Qiang Lu,First Affiliated Hospital of Xi'an Jiaotong University,last,True
W4311678012,A5039756139,Danyoung Cha,Pusan National University,first,True
W4311678012,A5101742084,Yeonsu Kang,Pusan National University,middle,False
W4311678012,A5100713647,Sungsik Lee,Pusan National University,last,False
W4205965801,A5022111076,Marina Nadporozhskaya,St Petersburg University,first,False
W4205965801,A5062594349,N. V. Kovsh,St Petersburg University,middle,False
W4205965801,A5033468943,Roberto Paolesse,University of Rome Tor Vergata,middle,False
W4205965801,A5015766866,Larisa Lvova,University of Rome Tor Vergata,last,True
W4406477905,A5073682603,Rajat Goyal,Indian Institute of Technology Jodhpur; National Institute of Technology Rourkela,first,True
W4406477905,A5115909567,Shivam Maharaj,Indian Institute of Technology Bombay; National Institute of Technology Rourkela,middle,False
W4406477905,A5035481112,Pawan Kumar,National Institute of Technology Rourkela,middle,False
W4406477905,A5103258300,M. Chandrasekhar,National Institute of Technology Rourkela; P.V. Narsimha Rao Telangana Veterinary University,last,False
W4383535174,A5055033690,Huiwen Yu,Collaborative Innovation Center of Advanced Microstructures; Nanjing University,first,False
W4383535174,A5100348562,Hao Li,Collaborative Innovation Center of Advanced Microstructures; Nanjing University,middle,False
W4383535174,A5073887183,Xidi Sun,Collaborative Innovation Center of Advanced Microstructures; Nanjing University,middle,True
W4383535174,A5053918463,Lijia Pan,Collaborative Innovation Center of Advanced Microstructures; Nanjing University,last,True
W4285027404,A5021007093,Longcheng Ye,Nanjing University of Posts and Telecommunications,first,False
W4285027404,A5002798407,Zhixuan Gao,Nanjing University of Posts and Telecommunications,middle,False
W4285027404,A5035705411,Jinke Fu,Nanjing University of Posts and Telecommunications,middle,False
W4285027404,,Wang Ren,Shanghai Industrial Technology Institute,middle,False
