work_id,author_id,author_name,institutions,author_position,is_corresponding
W3043664194,A5100649509,Xiaokang Li,Peking University; Microelectronica (Romania); Institute of Microelectronics,first,False
W3043664194,A5104063652,Bocheng Yu,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5100412555,Bowen Wang,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5083034691,Lin Bao,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5101653810,Baotong Zhang,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5100701173,Haixia Li,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5078861478,Zhizhen Yu,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5106417239,Teng Zhang,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5060275893,Yuancheng Yang,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5062886480,Ru Huang,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5054018432,Yanqing Wu,Peking University; Microelectronica (Romania); Institute of Microelectronics,middle,False
W3043664194,A5100351534,Ming Li,Peking University; Microelectronica (Romania); Institute of Microelectronics,last,True
W3135718280,A5003156343,Moonsang Lee,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,first,False
W3135718280,A5083378376,W. Park,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,False
W3135718280,A5114174295,Hyungbin Son,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,False
W3135718280,A5108838830,Ji Min Seo,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,False
W3135718280,A5081289911,Oh‐Sung Kwon,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,False
W3135718280,A5101622947,Seroc Oh,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,False
W3135718280,A5003580684,Myung Gwan Hahm,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,True
W3135718280,A5016959878,U. J. Kim,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,middle,True
W3135718280,A5015391135,Byungjin Cho,Chungbuk National University; Inha University; Samsung (South Korea); Chung-Ang University,last,True
W4308001804,A5100408550,Xue Chen,Shenzhen University,first,False
W4308001804,A5114930018,Bingkun Chen,Harbin Engineering University,middle,False
W4308001804,A5015552307,Bei Jiang,Hubei University,middle,False
W4308001804,A5045832473,Tengfei Gao,"University of California, Davis",middle,False
W4308001804,A5088694151,Gang Shang,Shenzhen University,middle,False
W4308001804,A5030507279,Su‐Ting Han,Shenzhen University,middle,False
W4308001804,A5066815533,Chi‐Ching Kuo,National Taipei University of Technology,middle,False
W4308001804,A5052224896,Vellaisamy A. L. Roy,University of Glasgow,middle,False
W4308001804,A5100635765,Ye Zhou,Shenzhen University,last,True
W3157683527,A5100450363,Shuo Zhang,Tianjin University of Technology; Nankai University,first,False
W3157683527,A5100588560,Kexin Guo,Tianjin University of Technology; Nankai University,middle,False
W3157683527,A5071277793,Hong Han,Tianjin University of Technology; Nankai University,middle,False
W3157683527,A5070509406,Haiyang Yu,Tianjin University of Technology; Nankai University,middle,False
W3157683527,A5066797937,Huanhuan Wei,Tianjin University of Technology; Nankai University,middle,False
W3157683527,A5101576789,Jiangdong Gong,Tianjin University of Technology; Nankai University,middle,False
W3157683527,A5022647373,Wentao Xu,Tianjin University of Technology; Nankai University,last,True
W4387116150,A5066053907,Xinming Zhuang,Shandong University; State Key Laboratory of Crystal Materials,first,False
W4387116150,A5072531994,Zixu Sa,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5100436914,Jie Zhang,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5117515680,Mingxu Wang,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5076396589,Mingsheng Xu,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5101831549,Fengjing Liu,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5005078126,Kepeng Song,Shandong University,middle,False
W4387116150,A5074727386,Tao He,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5100352728,Feng Chen,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4387116150,A5059085374,Zaixing Yang,Shandong University; State Key Laboratory of Crystal Materials,last,True
W4396888282,A5076694782,Hongyi Hong,Fuzhou University,first,False
W4396888282,A5040601048,Zunxian Yang,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,True
W4396888282,A5056707703,Yuliang Ye,Fuzhou University,middle,False
W4396888282,A5058651906,Songwei Ye,Fuzhou University,middle,False
W4396888282,A5101676425,Zhiming Cheng,Fuzhou University,middle,False
W4396888282,A5108711311,Zhiwei Zeng,Fuzhou University,middle,False
W4396888282,A5080561789,Zongyi Meng,Fuzhou University,middle,False
W4396888282,A5018602682,Qianting Lan,Fuzhou University,middle,False
W4396888282,A5100323575,Hui Zhang,Fuzhou University,middle,False
W4396888282,A5100359126,Ye Chen,Fuzhou University,middle,False
W4396888282,A5115695059,Jiaxiang Wang,Fuzhou University,middle,False
W4396888282,A5100731431,Yuting Bai,Fuzhou University,middle,False
W4396888282,A5085533260,Xudong Jiang,Fuzhou University,middle,False
W4396888282,A5102683504,Benfang Liu,Fuzhou University,middle,False
W4396888282,A5108980816,Jiajie Hong,Fuzhou University,middle,False
W4396888282,A5041813458,Zihong Shen,Fuzhou University,middle,False
W4396888282,A5101056220,Tailiang Guo,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4396888282,A5102000087,Yongai Zhang,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4396888282,A5004346711,Zhenzhen Weng,Fuzhou University,middle,False
W4396888282,A5068613301,Yongyi Chen,Fuzhou University,last,False
W3000389053,A5071277793,Hong Han,Tianjin University of Technology; Nankai University,first,False
W3000389053,A5083016192,Zhipeng Xu,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5100588560,Kexin Guo,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5038767359,Yao Ni,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5108702510,Mingxue Ma,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5070509406,Haiyang Yu,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5066797937,Huanhuan Wei,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5101576789,Jiangdong Gong,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5100450363,Shuo Zhang,Tianjin University of Technology; Nankai University,middle,False
W3000389053,A5022647373,Wentao Xu,Tianjin University of Technology; Nankai University,last,True
W3161616159,A5089102291,Md. Hasan Raza Ansari,Gachon University,first,True
W3161616159,A5100321050,Dae‐Hwan Kim,Gachon University,middle,False
W3161616159,A5013505991,Seongjae Cho,Gachon University,middle,False
W3161616159,A5100423381,Jong‐Ho Lee,Seoul National University,middle,False
W3161616159,A5057864063,Byung‐Gook Park,Seoul National University,last,False
W4353045975,A5100408550,Xue Chen,Shenzhen University,first,False
W4353045975,A5015057442,Bingkun Chen,Harbin Engineering University,middle,False
W4353045975,A5019934303,Pengfei Zhao,Shenzhen University,middle,False
W4353045975,A5052224896,Vellaisamy A. L. Roy,,middle,False
W4353045975,A5030507279,Su‐Ting Han,Shenzhen University,middle,False
W4353045975,A5100635765,Ye Zhou,Shenzhen University,last,True
W4408224953,A5100433642,Yu Zhang,Qingdao University,first,False
W4408224953,A5101809151,Jiaqi Xu,Qingdao University,middle,False
W4408224953,A5102389259,Mengyao Wei,Qingdao University,middle,False
W4408224953,A5109769588,Liren Wu,Qingdao University,middle,False
W4408224953,A5106267151,Dalong Ge,Qingdao University,middle,False
W4408224953,A5022668240,Feiyang Xu,Qingdao University,middle,False
W4408224953,A5104311572,Jinbo Ming,Qingdao University,middle,False
W4408224953,A5077568694,Yuanbin Qin,Xi'an Jiaotong University,middle,False
W4408224953,A5034165453,Seeram Ramakrishna,National University of Singapore; Université Bourgogne Franche-Comté,middle,False
W4408224953,A5100689942,Fengyun Wang,Qingdao University,last,True
W4224983273,A5015789051,Yu Chang,Qingdao University,first,False
W4224983273,A5070637789,Haofei Cong,Qingdao University,middle,False
W4224983273,A5073674667,Ruifu Zhou,Qingdao University,middle,False
W4224983273,A5100659210,Wenxin Zhang,Qingdao University,middle,False
W4224983273,A5077568694,Yuanbin Qin,Xi'an Jiaotong University,middle,False
W4224983273,A5015755241,Xuhai Liu,Qingdao University,middle,True
W4224983273,A5100689942,Fengyun Wang,Qingdao University,last,True
W4399379699,A5011746806,Jiahe Hu,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",first,True
W4399379699,A5072148831,Shangda Qu,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",middle,False
W4399379699,A5102652116,Honghuan Xu,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",middle,False
W4399379699,A5101501404,Lin Sun,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",middle,False
W4399379699,A5057673735,Chengpeng Jiang,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",middle,False
W4399379699,A5100454257,Lu Yang,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",middle,False
W4399379699,A5101591885,Yi Du,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",middle,False
W4399379699,A5022647373,Wentao Xu,"Tianjin University of Technology; Shenzhen University; City University of Hong Kong, Shenzhen Research Institute",last,False
W4393233451,A5100627594,Xianghong Zhang,Fudan University; Fuzhou University,first,False
W4393233451,A5007517452,Congyong Wang,Tianjin University; National University of Singapore,middle,False
W4393233451,A5070421137,Qisheng Sun,China Electronics Technology Group Corporation,middle,False
W4393233451,A5103278899,Jianxin Wu,National University of Singapore; Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4393233451,A5100808099,Yan Dai,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4393233451,A5051702701,Enlong Li,Fudan University,middle,False
W4393233451,A5080601673,Jishan Wu,National University of Singapore; Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4393233451,A5015602102,Huipeng Chen,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,True
W4393233451,A5029575189,Shuming Duan,Tianjin University; National University of Singapore,middle,True
W4393233451,A5059710195,Wenping Hu,Tianjin University; National University of Singapore; Collaborative Innovation Center of Chemical Science and Engineering Tianjin,last,True
W3181563526,A5089102291,Md. Hasan Raza Ansari,Gachon University,first,False
W3181563526,A5050039406,Kannan Udaya Mohanan,Gachon University,middle,False
W3181563526,A5013505991,Seongjae Cho,Gachon University,last,True
W3199352316,A5089102291,Md. Hasan Raza Ansari,Gachon University,first,True
W3199352316,A5013505991,Seongjae Cho,Gachon University,middle,False
W3199352316,A5100423381,Jong‐Ho Lee,Seoul National University,middle,False
W3199352316,A5057864063,Byung‐Gook Park,Seoul National University,last,False
W4386324869,A5100580469,Xiushuo Gu,Suzhou Institute of Nano-tech and Nano-bionics; Chinese Academy of Sciences; Nanjing University of Posts and Telecommunications,first,True
W4386324869,A5071100651,Min Zhou,Chinese Academy of Sciences; University of Science and Technology of China; Suzhou Institute of Nano-tech and Nano-bionics,middle,False
W4386324869,A5068141753,Yukun Zhao,Suzhou Institute of Nano-tech and Nano-bionics; Chinese Academy of Sciences; University of Science and Technology of China,middle,False
W4386324869,A5101565166,Qianyi Zhang,Suzhou Institute of Nano-tech and Nano-bionics; Nanjing University of Posts and Telecommunications; Chinese Academy of Sciences,middle,False
W4386324869,A5056889940,Jianya Zhang,Suzhou University of Science and Technology,middle,False
W4386324869,A5068041173,Yonglin Huang,Nanjing University of Posts and Telecommunications,middle,False
W4386324869,A5112596022,Shulong Lu,Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics; University of Science and Technology of China,last,False
W4404590646,A5115596126,Peng Yang,Tan Kah Kee Innovation Laboratory; Fuzhou University,first,False
W4404590646,A5013983267,Xipeng Yu,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4404590646,A5069187375,Rengjian Yu,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4404590646,A5085544847,Changsong Gao,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4404590646,A5115588577,Peng Zhang,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4404590646,A5101944428,Tao Lin,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,False
W4404590646,A5058625545,Gengxu Chen,Tan Kah Kee Innovation Laboratory; Fuzhou University,middle,True
W4404590646,A5015602102,Huipeng Chen,Tan Kah Kee Innovation Laboratory; Fuzhou University,last,True
W3042277388,A5041660505,E. Miranda,Universitat Autònoma de Barcelona,first,True
W3042277388,A5019872023,Gianluca Milano,Politecnico di Torino; Istituto Nazionale di Ricerca Metrologica,middle,False
W3042277388,A5026131298,Carlo Ricciardi,Politecnico di Torino,last,False
W4383816383,A5060543616,Shuai Yuan,Shaanxi University of Science and Technology,first,False
W4383816383,A5016494620,Zhe Feng,Anhui University,middle,False
W4383816383,A5103013012,Bocang Qiu,Shaanxi University of Science and Technology,middle,False
W4383816383,A5100414163,Ying Li,Beijing Institute of Technology,middle,False
W4383816383,A5014071303,Peichen Zhai,Shaanxi University of Science and Technology,middle,False
W4383816383,A5027446657,Lan Li,Shaanxi University of Science and Technology,middle,False
W4383816383,A5057741320,Zuheng Wu,Anhui University,middle,False
W4383816383,A5063605507,Shufang Ma,Shaanxi University of Science and Technology,middle,False
W4383816383,A5113133430,Bingshe Xu,Shaanxi University of Science and Technology,middle,False
W4383816383,A5072918787,Liping Ding,Shaanxi University of Science and Technology,middle,True
W4383816383,A5024827835,Guodong Wei,Shaanxi University of Science and Technology,middle,True
W4383816383,A5032187710,Guozhen Shen,Beijing Institute of Technology,last,True
W4317884351,A5073674667,Ruifu Zhou,Qingdao University,first,False
W4317884351,A5100659210,Wenxin Zhang,Qingdao University,middle,False
W4317884351,A5070637789,Haofei Cong,Qingdao University,middle,False
W4317884351,A5015789051,Yu Chang,Qingdao University,middle,False
W4317884351,A5100689942,Fengyun Wang,Qingdao University,middle,True
W4317884351,A5015755241,Xuhai Liu,Qingdao University,last,True
W3204457379,A5019872023,Gianluca Milano,Istituto Nazionale di Ricerca Metrologica,first,True
W3204457379,A5082386666,Giacomo Pedretti,Politecnico di Milano,middle,False
W3204457379,A5044306104,Kevin Montano,Politecnico di Torino,middle,False
W3204457379,A5070455875,Saverio Ricci,Politecnico di Milano,middle,False
W3204457379,A5000848957,Shahin Hashemkhani,Politecnico di Milano,middle,False
W3204457379,A5081288641,Luca Boarino,Istituto Nazionale di Ricerca Metrologica,middle,False
W3204457379,A5054173368,Daniele Ielmini,Politecnico di Milano,middle,False
W3204457379,A5026131298,Carlo Ricciardi,Politecnico di Torino,last,False
W3005122425,A5008362413,Hongxia Qi,Jiangsu Normal University,first,True
W3005122425,A5040789541,Ying Wu,Jiangsu Normal University,last,False
W3041522446,A5100450363,Shuo Zhang,Nankai University; Beijing Institute of Optoelectronic Technology; Optica,first,False
W3041522446,A5022647373,Wentao Xu,Nankai University; Beijing Institute of Optoelectronic Technology; Optica,last,True
W4307640647,A5079304551,Chaofei Zha,Beijing University of Posts and Telecommunications,first,True
W4307640647,A5103098763,Wei Luo,Beijing University of Posts and Telecommunications,middle,False
W4307640647,A5100461927,Xia Zhang,Beijing University of Posts and Telecommunications,middle,False
W4307640647,A5100367777,Xin Yan,Beijing University of Posts and Telecommunications,middle,False
W4307640647,A5100656127,Xiaomin Ren,Beijing University of Posts and Telecommunications,last,False
W3210211693,A5100450363,Shuo Zhang,Nankai University,first,False
W3210211693,A5029549576,Lu Yang,Nankai University,middle,False
W3210211693,A5057673735,Chengpeng Jiang,Nankai University,middle,False
W3210211693,A5101501404,Lin Sun,Nankai University,middle,False
W3210211693,A5100588560,Kexin Guo,Nankai University,middle,False
W3210211693,A5071277793,Hong Han,Nankai University,middle,False
W3210211693,A5022647373,Wentao Xu,Nankai University,last,True
W4386830977,A5090316151,Dong-Hee Lee,Kwangwoon University,first,False
W4386830977,A5054681299,Hwi-Su Kim,Kwangwoon University,middle,False
W4386830977,A5020243766,Ki-Woong Park,Kwangwoon University,middle,False
W4386830977,A5009749427,Hamin Park,Kwangwoon University,middle,False
W4386830977,A5026616959,Won-Ju Cho,Kwangwoon University,last,True
W4385416056,A5100424296,Min Zhou,University of Science and Technology of China; Chinese Academy of Sciences,first,True
W4385416056,A5068141753,Yukun Zhao,University of Science and Technology of China; Chinese Academy of Sciences,middle,False
W4385416056,A5100580469,Xiushuo Gu,Chinese Academy of Sciences,middle,False
W4385416056,A5101565166,Qianyi Zhang,Chinese Academy of Sciences,middle,False
W4385416056,A5056889940,Jianya Zhang,Suzhou University of Science and Technology,middle,False
W4385416056,A5100659024,Min Jiang,University of Science and Technology of China; Chinese Academy of Sciences,middle,False
W4385416056,A5112596022,Shulong Lu,University of Science and Technology of China; Chinese Academy of Sciences,last,False
W4391733927,A5090309501,Karl Griffin,University College Dublin,first,True
W4391733927,A5031739267,Gareth Redmond,University College Dublin,last,False
W4402189208,A5100352275,Xin Liu,University of Science and Technology of China,first,True
W4402189208,A5062019151,Danhao Wang,University of Science and Technology of China,middle,False
W4402189208,A5100344319,Wei Chen,University of Science and Technology of China,middle,False
W4402189208,A5074403340,Yang Kang,University of Science and Technology of China,middle,False
W4402189208,A5012559029,Shi Fang,University of Science and Technology of China,middle,False
W4402189208,A5052633614,Yuanmin Luo,University of Science and Technology of China,middle,False
W4402189208,A5014944655,Dongyang Luo,University of Science and Technology of China,middle,False
W4402189208,A5041807127,Huabin Yu,University of Science and Technology of China,middle,False
W4402189208,A5100708282,Haochen Zhang,University of Science and Technology of China,middle,False
W4402189208,A5018722257,Kun Liang,University of Science and Technology of China,middle,False
W4402189208,A5054231666,Lan Fu,Australian National University,middle,False
W4402189208,A5033853667,Boon S. Ooi,King Abdullah University of Science and Technology,middle,False
W4402189208,A5100319990,Sheng Liu,Wuhan University,middle,False
W4402189208,A5037501448,Haiding Sun,University of Science and Technology of China,last,False
W4408850222,A5098447199,Zeqi Zang,Shandong University; State Key Laboratory of Crystal Materials,first,False
W4408850222,A5072531994,Zixu Sa,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4408850222,A5105513692,Pengsheng Li,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4408850222,A5012875024,Guangcan Wang,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4408850222,A5117515680,Mingxu Wang,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4408850222,A5079601620,Yanxue Yin,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4408850222,A5100352728,Feng Chen,Shandong University; State Key Laboratory of Crystal Materials,middle,False
W4408850222,A5059085374,Zaixing Yang,Shandong University; State Key Laboratory of Crystal Materials,last,True
W4362721936,A5040111133,Zhenghao Long,Hong Kong University of Science and Technology,first,True
W4362721936,A5021631150,Xiao Qiu,Hong Kong University of Science and Technology,middle,False
W4362721936,A5061180234,Chak Lam Jonathan Chan,Hong Kong University of Science and Technology,middle,False
W4362721936,A5101638798,Zhibo Sun,Hong Kong University of Science and Technology,middle,False
W4362721936,A5052051299,Zhengnan Yuan,Hong Kong University of Science and Technology,middle,False
W4362721936,A5017527853,Swapnadeep Poddar,Hong Kong University of Science and Technology,middle,False
W4362721936,A5100451833,Yuting Zhang,Hong Kong University of Science and Technology,middle,False
W4362721936,A5039064724,Yucheng Ding,Hong Kong University of Science and Technology,middle,False
W4362721936,A5101704399,Leilei Gu,Shanghai Jiao Tong University,middle,False
W4362721936,A5073963618,Yu Zhou,Hong Kong University of Science and Technology,middle,False
W4362721936,A5072434200,Wenying Tang,Hong Kong University of Science and Technology,middle,False
W4362721936,A5067667984,Abhishek Kumar Srivastava,Hong Kong University of Science and Technology,middle,False
W4362721936,A5100653336,Cunjiang Yu,Pennsylvania State University,middle,False
W4362721936,A5078416111,Xuming Zou,Hunan University,middle,False
W4362721936,A5032187710,Guozhen Shen,Beijing Institute of Technology,middle,False
W4362721936,A5061509885,Zhiyong Fan,Hong Kong University of Science and Technology; University of Hong Kong,last,False
W4401595867,A5016494620,Zhe Feng,Anhui University,first,False
W4401595867,A5060543616,Shuai Yuan,Shaanxi University of Science and Technology,middle,False
W4401595867,A5050901013,Jianxun Zou,Anhui University,middle,False
W4401595867,A5057741320,Zuheng Wu,Anhui University,middle,True
W4401595867,A5101581984,Xing Li,Anhui University,middle,False
W4401595867,A5100416196,Wenbin Guo,Anhui University,middle,False
W4401595867,A5019910164,Su Tan,Anhui University,middle,False
W4401595867,A5115695422,Haochen Wang,Anhui University,middle,False
W4401595867,A5111385619,Yang Hao,Anhui University,middle,False
W4401595867,A5102888895,Hao Ruan,Anhui University,middle,False
W4401595867,A5047012082,Zhihao Lin,Anhui University,middle,False
W4401595867,A5049469312,Zuyu Xu,Anhui University,middle,False
W4401595867,A5041234406,Yunlai Zhu,Anhui University,middle,False
W4401595867,A5024827835,Guodong Wei,Shaanxi University of Science and Technology,middle,True
W4401595867,A5101698907,Yuehua Dai,Anhui University,last,True
W4389058764,A5090316151,Dong-Hee Lee,Kwangwoon University,first,False
W4389058764,A5009749427,Hamin Park,Kwangwoon University,middle,False
W4389058764,A5026616959,Won-Ju Cho,Kwangwoon University,last,True
W4281764731,A5100773025,Fengyuan Liu,University of Glasgow,first,False
W4281764731,A5043379839,Sweety Deswal,University of Glasgow,middle,False
W4281764731,A5005550195,Adamos Christou,University of Glasgow,middle,False
W4281764731,A5063267769,Mahdieh Shojaei Baghini,University of Glasgow,middle,False
W4281764731,A5051888014,Radu Chirila,University of Glasgow,middle,False
W4281764731,A5035464435,Dhayalan Shakthivel,University of Glasgow,middle,False
W4281764731,A5052262949,Moupali Chakraborty,University of Glasgow,middle,False
W4281764731,A5085150253,Ravinder Dahiya,University of Glasgow,last,True
W3175543427,A5066149433,Joel Hochstetter,The University of Sydney,first,True
W3175543427,A5068378610,Ruomin Zhu,The University of Sydney,middle,False
W3175543427,A5041341620,Alon Loeffler,The University of Sydney,middle,False
W3175543427,A5003003045,Adrian Diaz‐Alvarez,National Institute for Materials Science,middle,False
W3175543427,A5062015167,Tomonobu Nakayama,The University of Sydney; University of Tsukuba; National Institute for Materials Science,middle,False
W3175543427,A5083540416,Zdenka Kuncic,The University of Sydney; National Institute for Materials Science,last,False
W4308787062,A5103098763,Wei Luo,Beijing University of Posts and Telecommunications,first,False
W4308787062,A5079304551,Chaofei Zha,Beijing University of Posts and Telecommunications,middle,True
W4308787062,A5100461900,Xia Zhang,Beijing University of Posts and Telecommunications,middle,True
W4308787062,A5100367777,Xin Yan,Beijing University of Posts and Telecommunications,middle,False
W4308787062,A5100656127,Xiaomin Ren,Beijing University of Posts and Telecommunications,last,False
W4366603664,A5041341620,Alon Loeffler,The University of Sydney,first,True
W4366603664,A5003003045,Adrian Diaz‐Alvarez,National Institute for Materials Science,middle,True
W4366603664,A5068378610,Ruomin Zhu,The University of Sydney,middle,False
W4366603664,A5103790101,Natesh Ganesh,National Institute of Standards and Technology; University of Colorado Boulder,middle,False
W4366603664,A5016156588,James M. Shine,The University of Sydney,middle,False
W4366603664,A5062015167,Tomonobu Nakayama,The University of Sydney; University of Tsukuba; National Institute for Materials Science,middle,False
W4366603664,A5083540416,Zdenka Kuncic,The University of Sydney; National Institute for Materials Science,last,True
W4292156427,A5008903626,Yeongjun Lee,Seoul National University; Stanford University,first,False
W4292156427,A5100385834,Yuxin Liu,National University of Singapore; Stanford University,middle,False
W4292156427,A5056096774,Dae‐Gyo Seo,Seoul National University,middle,False
W4292156427,A5044547893,Jin Young Oh,Stanford University,middle,False
W4292156427,A5039657495,Yeongin Kim,Stanford University,middle,False
W4292156427,A5100753463,Jinxing Li,Stanford University,middle,False
W4292156427,A5043853671,Jiheong Kang,Stanford University,middle,False
W4292156427,A5100683287,Jaemin Kim,Stanford University,middle,False
W4292156427,A5103160467,Jaewan Mun,Stanford University,middle,False
W4292156427,A5019626440,Amir M. Foudeh,Stanford University,middle,False
W4292156427,A5100384245,Zhenan Bao,Stanford University,middle,False
W4292156427,A5018416042,Tae‐Woo Lee,Seoul National University; National University; National University College,last,True
W3033458297,A5019872023,Gianluca Milano,Politecnico di Torino; Istituto Nazionale di Ricerca Metrologica,first,False
W3033458297,A5082386666,Giacomo Pedretti,Politecnico di Milano,middle,False
W3033458297,A5067734927,Matteo Fretto,Istituto Nazionale di Ricerca Metrologica,middle,False
W3033458297,A5081288641,Luca Boarino,Istituto Nazionale di Ricerca Metrologica,middle,False
W3033458297,A5073562468,Fabio Benfenati,Italian Institute of Technology; Ospedale Policlinico San Martino,middle,False
W3033458297,A5054173368,Daniele Ielmini,Politecnico di Milano,middle,True
W3033458297,A5024806651,Ilia Valov,Forschungszentrum Jülich; Jülich Aachen Research Alliance,middle,True
W3033458297,A5026131298,Carlo Ricciardi,Politecnico di Torino,last,True
W3210398018,A5055591385,Pengshan Xie,City University of Hong Kong,first,False
W3210398018,A5101426357,Yulong Huang,Central South University,middle,False
W3210398018,A5100391933,Wei Wang,City University of Hong Kong,middle,False
W3210398018,A5002156146,You Meng,City University of Hong Kong,middle,False
W3210398018,A5091318080,Zhengxun Lai,City University of Hong Kong,middle,False
W3210398018,A5100455941,Fei Wang,City University of Hong Kong,middle,False
W3210398018,A5110073325,SenPo Yip,Kyushu University,middle,False
W3210398018,A5044957381,Xiuming Bu,City University of Hong Kong,middle,False
W3210398018,A5100415459,Weijun Wang,City University of Hong Kong,middle,False
W3210398018,A5053815298,Dengji Li,City University of Hong Kong,middle,False
W3210398018,A5078874599,Jia Sun,Central South University,middle,True
W3210398018,A5010200444,Johnny C. Ho,Kyushu University; Zhengzhou University; City University of Hong Kong,last,True
W4384344223,A5100424296,Min Zhou,University of Science and Technology of China; Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics,first,True
W4384344223,A5068141753,Yukun Zhao,University of Science and Technology of China; Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics,middle,False
W4384344223,A5100580469,Xiushuo Gu,Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics,middle,False
W4384344223,A5101565166,Qianyi Zhang,Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics,middle,False
W4384344223,A5056889940,Jianya Zhang,Suzhou University of Science and Technology,middle,False
W4384344223,A5100659024,Min Jiang,University of Science and Technology of China; Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics,middle,False
W4384344223,A5112596022,Shulong Lu,University of Science and Technology of China; Chinese Academy of Sciences; Suzhou Institute of Nano-tech and Nano-bionics,last,False
W4399387465,A5002656651,Eunhye Baek,Tsinghua University,first,True
W4399387465,A5013759262,Sen Song,Chinese Institute for Brain Research; Tsinghua University,middle,False
W4399387465,A5087622173,Chang‐Ki Baek,Pohang University of Science and Technology,middle,False
W4399387465,A5100675943,Rong Zhao,Chinese Institute for Brain Research; Tsinghua University,middle,False
W4399387465,A5018476895,Luping Shi,Chinese Institute for Brain Research; Tsinghua University,middle,False
W4399387465,A5007730744,Carlo Vittorio Cannistraci,Tsinghua University,last,False
W4410116785,A5114060921,W. Mao,South China Normal University,first,True
W4410116785,,Zhanhao Liang,South China Normal University,middle,False
W4410116785,A5070653865,Shubin Yi,South China Normal University,middle,False
W4410116785,A5103100600,Qiming Yang,South China Normal University,middle,False
